timestamp,equity
154.0,102436.20055778167
154.0,102444.12656248838
155.0,102452.05323924523
155.0,102459.97568814368
156.0,102467.88821556447
156.0,102475.79737605917
157.0,102483.70262754799
157.0,102491.60589100188
158.0,102499.5104578504
158.0,102507.41719177546
159.0,102515.32351348201
159.0,102523.22621293915
160.0,102531.13234114657
160.0,102539.04450506163
161.0,102546.9564104019
161.0,102554.87441301941
162.0,102562.79559135172
162.0,102570.71429756843
163.0,102578.6334849859
163.0,102586.55371219938
164.0,102594.47785116818
164.0,102602.40275710728
165.0,102610.32829220763
165.0,102618.25090369312
166.0,102626.16681692758
166.0,102634.08182239429
167.0,102641.9963387657
167.0,102649.90852987631
168.0,102657.82087782008
168.0,102665.7329571511
169.0,102673.64422532127
169.0,102681.551864368
170.0,102689.46082477759
170.0,102697.37159425212
171.0,102705.28218104794
171.0,102713.19731233658
172.0,102721.11260154775
172.0,102729.0333143392
173.0,102736.95585858652
173.0,102744.88050214935
174.0,102752.810493717
174.0,102760.74661795326
175.0,102768.68803256392
175.0,102776.62315619663
176.0,102784.55713899694
176.0,102792.49102396437
177.0,102800.42137642909
177.0,102808.34831075385
178.0,102816.27413920475
178.0,102824.20450993854
179.0,102832.12953778083
179.0,102840.04728852346
180.0,102847.96792274997
180.0,102855.88446242356
181.0,102863.79870984683
181.0,102871.71029175974
182.0,102879.62185242378
182.0,102887.52535504184
183.0,102895.41442879556
183.0,102903.30379642299
184.0,102911.19331431994
184.0,102919.08456757908
185.0,102926.97441265074
185.0,102934.86696834465
186.0,102942.7599609439
186.0,102950.65491957859
187.0,102958.55852763832
187.0,102966.47228351072
188.0,102974.39341975935
188.0,102982.31745446275
189.0,102990.24939246959
189.0,102998.18032147105
190.0,103006.11079958756
190.0,103014.03817461661
191.0,103021.96150568864
191.0,103029.88582263343
192.0,103037.80325062691
192.0,103045.71278953823
193.0,103053.6163840027
193.0,103061.52435130077
194.0,103069.43756596082
194.0,103077.3550740125
195.0,103085.27871634066
195.0,103093.20217803799
196.0,103101.12436878408
196.0,103109.04019304927
197.0,103116.95754280376
197.0,103124.87969575684
198.0,103132.79754603123
198.0,103140.71239589888
199.0,103148.6233675081
199.0,103156.53817017471
